time,co2_emissions,T
2098,-2.337086726,1.8867822944577624
2099,-2.34342901,1.879163588757951
2100,-2.349771294,1.8739063992373592
2101,-2.333961964,1.871322791302012
2102,-2.318152635,1.8694763498494775
2103,-2.302343306,1.8668514501900675
2104,-2.286533977,1.863107926143015
2105,-2.270724647,1.8574376106000074
2106,-2.254915318,1.8502915427942312
2107,-2.239105989,1.842620736640192
2108,-2.223296659,1.835178829956491
2109,-2.20748733,1.8288168249967638
2110,-2.191678001,1.824503488018096
2111,-2.175868671,1.8238077453796635
2112,-2.160059342,1.8247881609334542
2113,-2.144250013,1.8249797015979818
2114,-2.128440684,1.8230636553076423
2115,-2.112631354,1.8190960096102804
2116,-2.096822025,1.8136799436328757
2117,-2.081012696,1.8070047626748806
2118,-2.065203366,1.8001090717045998
2119,-2.049394037,1.7936743826260955
2120,-2.033584708,1.7890889688400946
2121,-2.017775378,1.7875797932915902
2122,-2.001966049,1.789151259975124
2123,-1.98615672,1.790330107251378
2124,-1.970347391,1.7898481680771305
2125,-1.954538061,1.7875351134481443
2126,-1.938728732,1.7823826708610193
2127,-1.922919403,1.7758567316088576
2128,-1.907110073,1.7689961997138877
2129,-1.891300744,1.7626860148327355
2130,-1.875491415,1.758422145640185
2131,-1.859682086,1.7584335422156014
2132,-1.843872756,1.760972757022048
2133,-1.828063427,1.7633227708950892
2134,-1.812254098,1.764117453588023
2135,-1.796444768,1.7618490840377785
2136,-1.780635439,1.7564799904947725
2137,-1.76482611,1.7496209917982177
2138,-1.74901678,1.7427009926243415
2139,-1.733207451,1.736017790284144
2140,-1.717398122,1.7302052295114434
2141,-1.670402696,1.7264457223558742
2142,-1.62340727,1.7252313891805515
2143,-1.576411844,1.7250179585258598
2144,-1.529416418,1.7247502051599506
2145,-1.482420992,1.724090485599062
2146,-1.435425567,1.721883151655708
2147,-1.388430141,1.7186443546999857
2148,-1.341434715,1.7148914789110241
2149,-1.294439289,1.7105468004894082
2150,-1.247443863,1.7062600947887046
2151,-1.216257767,1.702427840830509
2152,-1.18507167,1.7001494423606305
2153,-1.153885573,1.700953991685986
2154,-1.122699477,1.7045685928231675
2155,-1.09151338,1.7083894738333667
2156,-1.060327284,1.710725925973118
2157,-1.029141187,1.7110684863492096
2158,-0.99795509,1.7088640333966858
2159,-0.966768994,1.7045521638961583
2160,-0.935582897,1.6993407226795063
2161,-0.904396801,1.6945726893736393
2162,-0.873210704,1.6917157649419576
2163,-0.842024608,1.6922449077943944
2164,-0.810838511,1.6962972528970914
2165,-0.779652414,1.7004506957241752
2166,-0.748466318,1.7032282638687755
2167,-0.717280221,1.7035979334791462
2168,-0.686094125,1.7006278867141191
2169,-0.654908028,1.6959632568935392
2170,-0.623721932,1.6907714207617643
2171,-0.592535835,1.6859724728541856
2172,-0.561349738,1.6825839636475002
2173,-0.530163642,1.682138814747642
2174,-0.498977545,1.6843453500980377
2175,-0.467791449,1.6878366485110727
2176,-0.436605352,1.6913610054516193
2177,-0.405419256,1.693169438746733
2178,-0.374233159,1.6923808122291655
2179,-0.343047062,1.689740444410687
2180,-0.311860966,1.6860679949488528
2181,-0.280674869,1.681877237456922
2182,-0.249488773,1.677679144201214
2183,-0.218302676,1.6738201455398047
2184,-0.187116579,1.6708852558330847
2185,-0.155930483,1.6696228479353188
2186,-0.124744386,1.6712670140199042
2187,-0.09355829,1.674604874369168
2188,-0.062372193,1.6780735278356875
2189,-0.031186097,1.6817211797054683
2190,0.0,1.683718130086121
2191,0.0,1.6830719810366783
2192,0.0,1.6809124873519479
2193,0.0,1.678410860554115
2194,0.0,1.6762171624616062
2195,0.0,1.674964807026412
2196,0.0,1.6761675534544929
2197,0.0,1.68045135270458
2198,0.0,1.6864392379844302
2199,0.0,1.6916354741905204
2200,0.0,1.6945130610980983
2201,0.0,1.6946080878798573
2202,0.0,1.6928222967071134
2203,0.0,1.6904677447071308
2204,0.0,1.68746638169886
2205,0.0,1.684166135906243
2206,0.0,1.6810261827047202
2207,0.0,1.6786374712896868
2208,0.0,1.6781446903562927
2209,0.0,1.6798702981487081
2210,0.0,1.6831402995682867
2211,0.0,1.6864893549403048
2212,0.0,1.688988968274511
2213,0.0,1.689958353347424
2214,0.0,1.689422451482152
2215,0.0,1.6872594402012893
2216,0.0,1.6836402079493697
2217,0.0,1.6800725330208652
2218,0.0,1.6773606287466227
2219,0.0,1.6763612461588995
2220,0.0,1.6780390165796435
2221,0.0,1.6819102949117988
2222,0.0,1.687643999476496
2223,0.0,1.6928971005147275
2224,0.0,1.695021127527748
2225,0.0,1.6943904278094157
2226,0.0,1.6915361222991643
2227,0.0,1.6877186549382424
2228,0.0,1.6838519208574998
2229,0.0,1.6808902898260614
2230,0.0,1.6805012783256967
2231,0.0,1.6823920646800807
2232,0.0,1.6849006800605917
2233,0.0,1.6875427648308445
2234,0.0,1.6893652862689903
2235,0.0,1.6895123571588764
2236,0.0,1.6877020374668907
2237,0.0,1.6844956115179595
2238,0.0,1.6811234745145485
2239,0.0,1.6782093431826681
2240,0.0,1.6766615797906417
2241,0.0,1.6777744221237962
2242,0.0,1.6817083877058305
2243,0.0,1.6863210020317911
2244,0.0,1.6898083660015828
2245,0.0,1.6910937508732062
2246,0.0,1.689763704819816
2247,0.0,1.687054385316184
2248,0.0,1.6836080180654425
2249,0.0,1.6796242015189948
2250,0.0,1.6756246025601902
2251,0.0,1.6720286526228254
2252,0.0,1.6696387519073022
2253,0.0,1.6693623440108134
2254,0.0,1.6714643898659396
2255,0.0,1.6744605480192598
2256,0.0,1.677251508398132
2257,0.0,1.6794226963715078
2258,0.0,1.6799565606809679
2259,0.0,1.6789002503123083
2260,0.0,1.676274120245083
2261,0.0,1.6725146060380285
2262,0.0,1.6690609090238224
2263,0.0,1.6666094103415183
2264,0.0,1.6660748212100764
2265,0.0,1.668401780251736
2266,0.0,1.6730005656174365
2267,0.0,1.6789191563763128
2268,0.0,1.6832993052509597
2269,0.0,1.6844873119948498
2270,0.0,1.6831383235610886
2271,0.0,1.6800436725739303
2272,0.0,1.676120461030068
2273,0.0,1.6723437718293954
2274,0.0,1.670298839363395
2275,0.0,1.6708608428522902
2276,0.0,1.6734624755903917
2277,0.0,1.6763304036427567
2278,0.0,1.6783170726819807
2279,0.0,1.6789355103922947
2280,0.0,1.677443888580797
2281,0.0,1.6744019868510849
2282,0.0,1.6711405807687876
2283,0.0,1.668220112814287
2284,0.0,1.6664618869891121
2285,0.0,1.6672711307549983
2286,0.0,1.6710337825045376
2287,0.0,1.6760458340475721
2288,0.0,1.6803858310998296
2289,0.0,1.6817897147431369
2290,0.0,1.6806670869752034
2291,0.0,1.678351628771705
2292,0.0,1.6747361895777986
2293,0.0,1.6706342858823229
2294,0.0,1.6673595136423405
2295,0.0,1.6666144676715877
2296,0.0,1.6686849608353067
2297,0.0,1.6728905463994188
2298,0.0,1.6774723152006241
2299,0.0,1.6799735453596116
2300,0.0,1.6798356372433283
